id,session_id,date,confirmationsCount,confirmations,result,loss_reason
294,dadd2009-a20e-4cdc-8fb9-53e6d2de98fa,2025-04-02T22:22:33+02:00,2,"[""Ranging Doji Break"",""Strong S/R Break""]",loss,"[""Going against the trend.""]"
295,dadd2009-a20e-4cdc-8fb9-53e6d2de98fa,2025-04-02T22:28:03+02:00,4,"[""Micro Range"",""Market Sequence"",""Double Pattern Retrace"",""Strong S/R Rejection""]",win,
296,dadd2009-a20e-4cdc-8fb9-53e6d2de98fa,2025-04-02T22:28:05+02:00,4,"[""Micro Range"",""Market Sequence"",""Double Pattern Retrace"",""Strong S/R Rejection""]",loss,"[""Bad entry.""]"
297,dadd2009-a20e-4cdc-8fb9-53e6d2de98fa,2025-04-02T22:39:20+02:00,6,"[""Ranging Doji Break"",""Gap"",""Double Pattern Retrace"",""Strong S/R Break"",""Round Number Break"",""Market Sequence""]",win,
298,dadd2009-a20e-4cdc-8fb9-53e6d2de98fa,2025-04-02T22:40:06+02:00,3,"[""Gap"",""Ranging Doji Break"",""Exhaustion Candle Retrace""]",win,
299,dadd2009-a20e-4cdc-8fb9-53e6d2de98fa,2025-04-02T22:55:02+02:00,4,"[""Ranging Doji Break"",""Double Pattern Retrace"",""Gap"",""With The Trend""]",win,
300,dadd2009-a20e-4cdc-8fb9-53e6d2de98fa,2025-04-02T22:56:01+02:00,2,"[""Ranging Doji Break"",""Gap""]",loss,"[""Going against momentum.""]"
312,3f705dc6-852f-4bd0-9144-27802a404ef4,2025-04-06T23:40:09+02:00,4,"[""Ranging Doji Break"",""Gap"",""Double Pattern Retrace"",""Supply/Demand Rejection""]",win,
313,3f705dc6-852f-4bd0-9144-27802a404ef4,2025-04-06T23:41:15+02:00,3,"[""Gap"",""Supply/Demand Rejection"",""Market Sequence""]",win,
314,968dd1ce-0008-4a41-8dd6-a768982dfb60,2025-04-08T21:49:06+02:00,2,"[""Ranging Doji Break"",""Double Pattern Retrace""]",win,
315,968dd1ce-0008-4a41-8dd6-a768982dfb60,2025-04-08T21:52:30+02:00,4,"[""Ranging Doji Break"",""Gap"",""Market Sequence"",""Micro Range""]",win,
316,968dd1ce-0008-4a41-8dd6-a768982dfb60,2025-04-08T21:53:41+02:00,2,"[""Double Pattern Retrace"",""Ranging Doji Break""]",loss,"[""Going against momentum."",""Bad entry.""]"
317,968dd1ce-0008-4a41-8dd6-a768982dfb60,2025-04-08T22:00:02+02:00,5,"[""Gap"",""Double Pattern Retrace"",""Ranging Doji Break"",""Round Number Break"",""Strong S/R Break""]",win,
318,968dd1ce-0008-4a41-8dd6-a768982dfb60,2025-04-08T22:05:01+02:00,5,"[""Gap"",""Double Pattern Retrace"",""Ranging Doji Break"",""Round Number Break"",""Strong S/R Break""]",win,
319,968dd1ce-0008-4a41-8dd6-a768982dfb60,2025-04-08T22:05:02+02:00,5,"[""Gap"",""Double Pattern Retrace"",""Ranging Doji Break"",""Round Number Break"",""Strong S/R Break""]",win,
320,968dd1ce-0008-4a41-8dd6-a768982dfb60,2025-04-08T22:05:04+02:00,5,"[""Gap"",""Double Pattern Retrace"",""Ranging Doji Break"",""Round Number Break"",""Strong S/R Break""]",win,
321,968dd1ce-0008-4a41-8dd6-a768982dfb60,2025-04-08T22:09:27+02:00,1,"[""Supply/Demand Rejection""]",win,
322,968dd1ce-0008-4a41-8dd6-a768982dfb60,2025-04-08T22:21:14+02:00,3,"[""Double Pattern Retrace"",""Ranging Doji Break"",""Strong S/R Rejection""]",win,
331,793fd680-c99d-452d-b7fc-d94da4c08f65,2025-04-14T22:57:51+02:00,3,"[""Supply/Demand Rejection"",""Gap"",""QM Rejection""]",loss,"[""Going against momentum."",""Going against the trend.""]"
332,d5dbfd1e-0653-4eba-8ae8-b9c32bdeea48,2025-04-15T22:27:36+02:00,3,"[""Ranging Doji Break"",""Market Sequence"",""Micro Range""]",loss,"[""Bad entry.""]"
333,d5dbfd1e-0653-4eba-8ae8-b9c32bdeea48,2025-04-15T22:27:40+02:00,3,"[""Ranging Doji Break"",""Market Sequence"",""Micro Range""]",loss,"[""Bad entry.""]"
334,d5dbfd1e-0653-4eba-8ae8-b9c32bdeea48,2025-04-15T22:45:49+02:00,4,"[""Round Number Rejection"",""Strong S/R Rejection"",""Gap"",""Double Pattern Retrace""]",win,
335,d5dbfd1e-0653-4eba-8ae8-b9c32bdeea48,2025-04-15T22:45:52+02:00,4,"[""Round Number Rejection"",""Strong S/R Rejection"",""Gap"",""Double Pattern Retrace""]",win,
336,d5dbfd1e-0653-4eba-8ae8-b9c32bdeea48,2025-04-15T22:45:54+02:00,4,"[""Round Number Rejection"",""Strong S/R Rejection"",""Gap"",""Double Pattern Retrace""]",loss,"[""Bad entry."",""Going against the trend.""]"
337,d5dbfd1e-0653-4eba-8ae8-b9c32bdeea48,2025-04-15T22:45:55+02:00,4,"[""Round Number Rejection"",""Strong S/R Rejection"",""Gap"",""Double Pattern Retrace""]",loss,"[""Bad entry."",""Going against the trend.""]"
338,d5dbfd1e-0653-4eba-8ae8-b9c32bdeea48,2025-04-15T22:52:37+02:00,3,"[""QM Rejection"",""Ranging Doji Break"",""Gap""]",win,
339,d5dbfd1e-0653-4eba-8ae8-b9c32bdeea48,2025-04-15T22:52:39+02:00,3,"[""QM Rejection"",""Ranging Doji Break"",""Gap""]",win,
340,d5dbfd1e-0653-4eba-8ae8-b9c32bdeea48,2025-04-15T22:59:30+02:00,2,"[""Ranging Doji Break"",""Gap""]",win,
341,d5dbfd1e-0653-4eba-8ae8-b9c32bdeea48,2025-04-15T23:02:09+02:00,1,"[""Ranging Doji Break""]",loss,"[""Random trade."",""Bad entry.""]"
342,d5dbfd1e-0653-4eba-8ae8-b9c32bdeea48,2025-04-15T23:05:42+02:00,2,"[""Ranging Doji Break"",""Gap""]",loss,"[""Random trade.""]"
343,50457a43-5451-493c-9eee-28ca31105a01,2025-04-16T23:49:18+02:00,4,"[""Ranging Doji Break"",""Gap"",""Market Sequence"",""Micro Range""]",win,
406,68c3cf5b-a822-46a3-8dae-09387011dd84,2025-04-21T16:23:09+02:00,5,"[""Double Pattern Retrace"",""Ranging Doji Break"",""Gap"",""Supply/Demand Rejection"",""Buyers/Sellers Entry""]",win,
407,68c3cf5b-a822-46a3-8dae-09387011dd84,2025-04-21T16:31:07+02:00,1,"[""CPR Rejection""]",win,
408,43481ec9-5b15-4901-a12c-9ea801fae6e2,2025-04-21T17:58:14+02:00,1,"[""QM Rejection""]",win,
409,43481ec9-5b15-4901-a12c-9ea801fae6e2,2025-04-21T18:00:22+02:00,1,"[""3rd Touch Break HH/LL""]",loss,"[""Bad entry.""]"
410,c848a275-a7e2-4795-bbc1-16850ce50316,2025-04-21T20:47:45+02:00,4,"[""Double Pattern Retrace"",""Ranging Doji Break"",""Gap"",""Micro Range""]",win,
411,c848a275-a7e2-4795-bbc1-16850ce50316,2025-04-21T20:47:49+02:00,4,"[""Double Pattern Retrace"",""Ranging Doji Break"",""Gap"",""Micro Range""]",win,
412,c848a275-a7e2-4795-bbc1-16850ce50316,2025-04-21T20:49:48+02:00,2,"[""Gap"",""Ranging Doji Break""]",win,
413,c848a275-a7e2-4795-bbc1-16850ce50316,2025-04-21T20:50:28+02:00,1,"[""Gap""]",loss,"[""Random trade.""]"
415,c848a275-a7e2-4795-bbc1-16850ce50316,2025-04-21T21:00:34+02:00,4,"[""Double Pattern Retrace"",""Gap"",""Ranging Doji Break"",""With The Trend""]",win,
416,eb5a2811-f620-4c32-b963-d6cf50b4b9c9,2025-04-22T20:56:18+02:00,3,"[""With The Trend"",""Double Pattern Retrace"",""Ranging Doji Break""]",loss,"[""Bad entry.""]"
418,eb5a2811-f620-4c32-b963-d6cf50b4b9c9,2025-04-22T21:02:45+02:00,4,"[""Gap"",""Strong S/R Rejection"",""Buyers/Sellers Entry"",""Ranging Doji Break""]",win,
419,eb5a2811-f620-4c32-b963-d6cf50b4b9c9,2025-04-22T21:06:14+02:00,3,"[""Supply/Demand Rejection"",""CPR Rejection"",""Round Number Rejection""]",loss,"[""Going against momentum.""]"
420,eb5a2811-f620-4c32-b963-d6cf50b4b9c9,2025-04-22T21:10:08+02:00,2,"[""Triple Pattern Retrace"",""QM Rejection""]",win,
421,eb5a2811-f620-4c32-b963-d6cf50b4b9c9,2025-04-22T21:15:17+02:00,1,"[""QM Rejection""]",loss,"[""Going against momentum.""]"
422,eb5a2811-f620-4c32-b963-d6cf50b4b9c9,2025-04-22T21:20:09+02:00,5,"[""Double Pattern Retrace"",""Gap"",""Ranging Doji Break"",""Market Sequence"",""Micro Range""]",win,
423,eb5a2811-f620-4c32-b963-d6cf50b4b9c9,2025-04-22T21:21:03+02:00,5,"[""Double Pattern Retrace"",""Ranging Doji Break"",""Gap"",""Micro Range"",""Market Sequence""]",win,
424,eb5a2811-f620-4c32-b963-d6cf50b4b9c9,2025-04-22T21:24:10+02:00,3,"[""Triple Pattern Retrace"",""Ranging Doji Break"",""Gap""]",loss,"[""Bad luck. Trade was solid.""]"
425,eb5a2811-f620-4c32-b963-d6cf50b4b9c9,2025-04-22T21:24:13+02:00,3,"[""Triple Pattern Retrace"",""Ranging Doji Break"",""Gap""]",loss,"[""Bad luck. Trade was solid.""]"
426,eb5a2811-f620-4c32-b963-d6cf50b4b9c9,2025-04-22T21:31:07+02:00,3,"[""Ranging Doji Break"",""Gap"",""Double Pattern Retrace""]",loss,"[""Going against momentum.""]"
427,eb5a2811-f620-4c32-b963-d6cf50b4b9c9,2025-04-22T21:35:01+02:00,5,"[""Double Pattern Retrace"",""Micro Range"",""Market Sequence"",""Gap"",""Strong S/R Break""]",win,
428,eb5a2811-f620-4c32-b963-d6cf50b4b9c9,2025-04-22T21:43:02+02:00,4,"[""Ranging Doji Break"",""Double Pattern Retrace"",""Round Number Rejection"",""Market Sequence""]",win,
429,eb5a2811-f620-4c32-b963-d6cf50b4b9c9,2025-04-22T21:47:34+02:00,1,"[""Market Sequence""]",loss,"[""Random trade.""]"
430,eb5a2811-f620-4c32-b963-d6cf50b4b9c9,2025-04-22T21:57:27+02:00,3,"[""Ranging Doji Break"",""Gap"",""Exhaustion Candle Retrace""]",win,
431,6c9f207c-b07b-46bd-aee8-0b5c7f3936dd,2025-04-23T20:28:23+02:00,4,"[""CPR Rejection"",""CPR Break"",""Double Pattern Retrace"",""Gap""]",loss,"[""Bad luck. Trade was solid.""]"
432,8f9edd7f-3250-4b60-a2df-dd653f565077,2025-04-24T18:51:08+02:00,5,"[""Double Pattern Retrace"",""Ranging Doji Break"",""Gap"",""With The Trend"",""Strong S/R Break""]",loss,"[""Bad luck. Trade was solid."",""Going against the trend.""]"
433,8f9edd7f-3250-4b60-a2df-dd653f565077,2025-04-24T19:08:50+02:00,1,"[""QM Rejection""]",loss,"[""Going against momentum.""]"
434,1c222490-50a0-4ad8-8147-cc36c7eb8935,2025-04-25T21:14:30+02:00,3,"[""Triple Pattern Retrace"",""Ranging Doji Break"",""Gap""]",win,
435,1c222490-50a0-4ad8-8147-cc36c7eb8935,2025-04-25T21:14:32+02:00,3,"[""Triple Pattern Retrace"",""Ranging Doji Break"",""Gap""]",win,
436,1c222490-50a0-4ad8-8147-cc36c7eb8935,2025-04-25T21:33:23+02:00,4,"[""Ranging Doji Break"",""Double Pattern Retrace"",""Market Sequence"",""Micro Range""]",loss,"[""Bad luck. Trade was solid.""]"
437,1c222490-50a0-4ad8-8147-cc36c7eb8935,2025-04-25T21:34:02+02:00,2,"[""Ranging Doji Break"",""Supply/Demand Rejection""]",loss,"[""Bad luck. Trade was solid.""]"
438,1c222490-50a0-4ad8-8147-cc36c7eb8935,2025-04-25T21:45:58+02:00,3,"[""Ranging Doji Break"",""Market Sequence"",""Round Number Rejection""]",win,
439,1c222490-50a0-4ad8-8147-cc36c7eb8935,2025-04-25T21:52:02+02:00,1,"[""QM Rejection""]",loss,"[""Going against momentum.""]"
440,1c222490-50a0-4ad8-8147-cc36c7eb8935,2025-04-25T21:57:01+02:00,4,"[""Double Pattern Retrace"",""Ranging Doji Break"",""Micro Range"",""Market Sequence""]",win,
442,1c222490-50a0-4ad8-8147-cc36c7eb8935,2025-04-25T22:14:35+02:00,2,"[""Gap"",""QM Rejection""]",loss,"[""Bad luck. Trade was solid."",""Going against momentum.""]"
444,1c222490-50a0-4ad8-8147-cc36c7eb8935,2025-04-25T22:15:58+02:00,1,"[""QM Rejection""]",loss,"[""Going against momentum.""]"
445,1c222490-50a0-4ad8-8147-cc36c7eb8935,2025-04-25T22:16:52+02:00,3,"[""Ranging Doji Break"",""Exhaustion Candle Retrace"",""Gap""]",win,
446,edcd5234-dfc4-4fbf-abf2-eeb239dcf473,2025-04-28T20:42:05+02:00,3,"[""Ranging Doji Break"",""Double Pattern Retrace"",""CPR Rejection""]",win,
447,edcd5234-dfc4-4fbf-abf2-eeb239dcf473,2025-04-28T20:42:07+02:00,3,"[""Ranging Doji Break"",""Double Pattern Retrace"",""CPR Rejection""]",loss,"[""Going against momentum.""]"
448,edcd5234-dfc4-4fbf-abf2-eeb239dcf473,2025-04-28T20:49:06+02:00,1,"[""QM Rejection""]",win,
449,edcd5234-dfc4-4fbf-abf2-eeb239dcf473,2025-04-28T20:56:05+02:00,4,"[""Ranging Doji Break"",""Double Pattern Retrace"",""Gap"",""Round Number Rejection""]",win,
450,edcd5234-dfc4-4fbf-abf2-eeb239dcf473,2025-04-28T20:58:03+02:00,1,"[""QM Rejection""]",loss,"[""Going against momentum.""]"
451,edcd5234-dfc4-4fbf-abf2-eeb239dcf473,2025-04-28T21:01:00+02:00,2,"[""Double Pattern Retrace"",""Ranging Doji Break""]",loss,"[""Random trade.""]"
452,edcd5234-dfc4-4fbf-abf2-eeb239dcf473,2025-04-28T21:25:06+02:00,4,"[""Double Pattern Retrace"",""Ranging Doji Break"",""Gap"",""Strong S/R Break""]",win,
453,edcd5234-dfc4-4fbf-abf2-eeb239dcf473,2025-04-28T21:47:08+02:00,2,"[""CPR Rejection"",""Gap""]",win,
454,db546256-b2ac-4306-a9a5-a607bd90195f,2025-05-06T21:44:13+02:00,1,"[""Ranging Doji Break""]",win,
455,db546256-b2ac-4306-a9a5-a607bd90195f,2025-05-06T21:47:12+02:00,2,"[""Double Pattern Retrace"",""Ranging Doji Break""]",win,
456,db546256-b2ac-4306-a9a5-a607bd90195f,2025-05-06T21:48:03+02:00,5,"[""Double Pattern Retrace"",""Ranging Doji Break"",""Marubozu Candle Retrace"",""Round Number Break"",""Strong S/R Break""]",win,
458,db546256-b2ac-4306-a9a5-a607bd90195f,2025-05-06T21:48:14+02:00,5,"[""Double Pattern Retrace"",""Ranging Doji Break"",""Marubozu Candle Retrace"",""Round Number Break"",""Strong S/R Break""]",loss,"[""Bad luck. Trade was solid."",""Going against momentum.""]"
459,db546256-b2ac-4306-a9a5-a607bd90195f,2025-05-06T22:00:10+02:00,2,"[""Double Pattern Retrace"",""Ranging Doji Break""]",loss,"[""Random trade.""]"
460,db546256-b2ac-4306-a9a5-a607bd90195f,2025-05-06T22:00:12+02:00,2,"[""Double Pattern Retrace"",""Ranging Doji Break""]",loss,"[""Random trade.""]"
461,db546256-b2ac-4306-a9a5-a607bd90195f,2025-05-06T22:02:07+02:00,2,"[""Double Pattern Retrace"",""Gap""]",win,
462,db546256-b2ac-4306-a9a5-a607bd90195f,2025-05-06T22:05:01+02:00,3,"[""CPR Rejection"",""Ranging Doji Break"",""Double Pattern Retrace""]",loss,"[""Random trade.""]"
463,db546256-b2ac-4306-a9a5-a607bd90195f,2025-05-06T22:27:03+02:00,3,"[""Ranging Doji Break"",""Double Pattern Retrace"",""Gap""]",win,
464,db546256-b2ac-4306-a9a5-a607bd90195f,2025-05-06T22:37:00+02:00,3,"[""Double Pattern Retrace"",""Ranging Doji Break"",""Micro Range""]",win,
465,1bd2b2de-82d6-4073-8d29-fd98ed849ca8,2025-05-08T20:35:16+02:00,3,"[""QM Rejection"",""Supply/Demand Rejection"",""Double Pattern Retrace""]",win,
466,1bd2b2de-82d6-4073-8d29-fd98ed849ca8,2025-05-08T20:35:16+02:00,0,[],win,
467,1bd2b2de-82d6-4073-8d29-fd98ed849ca8,2025-05-08T20:45:17+02:00,4,"[""Triple Pattern Retrace"",""Gap"",""Ranging Doji Break"",""Supply/Demand Rejection""]",win,
468,1bd2b2de-82d6-4073-8d29-fd98ed849ca8,2025-05-08T20:52:02+02:00,5,"[""Micro Range"",""Gap"",""Market Sequence"",""Double Pattern Retrace"",""Ranging Doji Break""]",loss,"[""Bad luck. Trade was solid."",""Going against momentum.""]"
469,1bd2b2de-82d6-4073-8d29-fd98ed849ca8,2025-05-08T20:56:00+02:00,4,"[""Round Number Break"",""Triple Pattern Retrace"",""Gap"",""Supply/Demand Rejection""]",win,
470,ef1d0713-d99a-476b-aaad-2b6b75b26b7e,2025-05-12T21:29:47+02:00,4,"[""Ranging Doji Break"",""Marubozu Candle Retrace"",""Double Pattern Retrace"",""Overlapping Levels Break""]",win,
471,ef1d0713-d99a-476b-aaad-2b6b75b26b7e,2025-05-12T21:29:49+02:00,4,"[""Ranging Doji Break"",""Marubozu Candle Retrace"",""Double Pattern Retrace"",""Overlapping Levels Break""]",win,
472,ef1d0713-d99a-476b-aaad-2b6b75b26b7e,2025-05-12T21:30:29+02:00,1,"[""Ranging Doji Break""]",loss,"[""Random trade.""]"
473,ef1d0713-d99a-476b-aaad-2b6b75b26b7e,2025-05-12T21:51:05+02:00,5,"[""Ranging Doji Break"",""With The Trend"",""Micro Range"",""Market Sequence"",""Gap""]",loss,"[""Bad luck. Trade was solid.""]"
474,ef1d0713-d99a-476b-aaad-2b6b75b26b7e,2025-05-12T22:04:33+02:00,4,"[""Micro Range"",""Market Sequence"",""Gap"",""Strong S/R Rejection""]",win,
475,ef1d0713-d99a-476b-aaad-2b6b75b26b7e,2025-05-12T22:22:16+02:00,4,"[""Strong S/R Rejection"",""Ranging Doji Break"",""Double Pattern Retrace"",""Gap""]",win,
478,1ec4c0b6-0e1e-450c-9752-1f145a6bb73a,2025-05-13T23:03:18+02:00,5,"[""Ranging Doji Break"",""Round Number Rejection"",""Supply/Demand Rejection"",""Double Pattern Retrace"",""Gap""]",loss,"[""Bad luck. Trade was solid."",""Bad entry.""]"
479,1ec4c0b6-0e1e-450c-9752-1f145a6bb73a,2025-05-13T23:28:07+02:00,3,"[""Ranging Doji Break"",""Gap"",""Double Pattern Retrace""]",win,
480,1ec4c0b6-0e1e-450c-9752-1f145a6bb73a,2025-05-13T23:28:09+02:00,3,"[""Ranging Doji Break"",""Gap"",""Double Pattern Retrace""]",loss,"[""Bad entry.""]"
482,1ec4c0b6-0e1e-450c-9752-1f145a6bb73a,2025-05-13T23:31:52+02:00,3,"[""Ranging Doji Break"",""Gap"",""Double Pattern Retrace""]",win,
483,1ec4c0b6-0e1e-450c-9752-1f145a6bb73a,2025-05-13T23:54:50+02:00,3,"[""Gap"",""CPR Rejection"",""Ranging Doji Break""]",loss,
484,dc2c773f-671a-4f89-a867-ae5ca998ea38,2025-05-14T21:53:16+02:00,2,"[""Ranging Doji Break"",""Double Pattern Retrace""]",win,
485,dc2c773f-671a-4f89-a867-ae5ca998ea38,2025-05-14T21:53:18+02:00,2,"[""Ranging Doji Break"",""Double Pattern Retrace""]",win,
486,dc2c773f-671a-4f89-a867-ae5ca998ea38,2025-05-14T22:11:07+02:00,1,"[""QM Rejection""]",loss,"[""Bad luck. Trade was solid.""]"
487,dc2c773f-671a-4f89-a867-ae5ca998ea38,2025-05-14T22:24:31+02:00,2,"[""CPR Rejection"",""Round Number Rejection""]",loss,"[""Random trade."",""Going against momentum.""]"
488,dc2c773f-671a-4f89-a867-ae5ca998ea38,2025-05-14T22:25:23+02:00,2,"[""Gap"",""Supply/Demand Rejection""]",win,
489,dc2c773f-671a-4f89-a867-ae5ca998ea38,2025-05-14T22:25:25+02:00,2,"[""Gap"",""Supply/Demand Rejection""]",win,
490,4094137f-e730-4587-89ee-31fee8fc026e,2025-05-20T21:53:02+02:00,3,"[""Triple Pattern Retrace"",""Gap"",""Ranging Doji Break""]",win,
491,4094137f-e730-4587-89ee-31fee8fc026e,2025-05-20T21:56:23+02:00,4,"[""Ranging Doji Break"",""Double Pattern Retrace"",""Round Number Break"",""Gap""]",win,
492,4094137f-e730-4587-89ee-31fee8fc026e,2025-05-20T22:09:21+02:00,3,"[""Exhaustion Candle Retrace"",""Gap"",""Ranging Doji Break""]",loss,"[""Bad luck. Trade was solid.""]"
493,4094137f-e730-4587-89ee-31fee8fc026e,2025-05-20T22:16:59+02:00,5,"[""Strong S/R Break"",""Round Number Break"",""Double Pattern Retrace"",""Gap"",""CPR Rejection""]",loss,"[""Bad luck. Trade was solid."",""Going against the trend.""]"
494,7082af2d-24d1-4107-9f26-771536a37671,2025-06-02T17:55:02+02:00,3,"[""CPR Rejection"",""Ranging Doji Break"",""Triple Pattern Retrace""]",win,
495,7082af2d-24d1-4107-9f26-771536a37671,2025-06-02T18:18:25+02:00,5,"[""Micro Range"",""Market Sequence"",""Gap"",""Round Number Break"",""Ranging Doji Break""]",loss,"[""Bad luck. Trade was solid.""]"
496,086bbbd7-61e6-4b8d-a72d-02919b1da958,2025-07-10T22:53:21+02:00,4,"[""Gap"",""Ranging Doji Break"",""Supply/Demand Rejection"",""Double Pattern Retrace""]",win,
497,086bbbd7-61e6-4b8d-a72d-02919b1da958,2025-07-10T22:57:02+02:00,3,"[""Double Pattern Retrace"",""Gap"",""Round Number Break""]",win,
498,086bbbd7-61e6-4b8d-a72d-02919b1da958,2025-07-10T23:19:01+02:00,2,"[""Ranging Doji Break"",""Gap""]",loss,"[""Random trade.""]"
499,086bbbd7-61e6-4b8d-a72d-02919b1da958,2025-07-10T23:31:05+02:00,3,"[""Double Pattern Retrace"",""Gap"",""Exhaustion Candle Retrace""]",loss,"[""Random trade."",""Going against momentum.""]"
501,3af8c328-7bdc-4c92-84f8-03a2bc765b3c,2025-07-14T22:26:48+02:00,5,"[""Trendline Break"",""Round Number Break"",""Gap"",""Triple Pattern Retrace"",""With The Trend""]",win,
502,3af8c328-7bdc-4c92-84f8-03a2bc765b3c,2025-07-14T22:45:30+02:00,2,"[""Ranging Doji Break"",""Gap""]",loss,"[""Going against momentum."",""Random trade.""]"
503,3af8c328-7bdc-4c92-84f8-03a2bc765b3c,2025-07-14T22:51:49+02:00,4,"[""Strong S/R Rejection"",""Round Number Rejection"",""Ranging Doji Break"",""Exhaustion Candle Retrace""]",win,
504,3af8c328-7bdc-4c92-84f8-03a2bc765b3c,2025-07-14T22:53:01+02:00,4,"[""Round Number Break"",""With The Trend"",""Double Pattern Retrace"",""Gap""]",win,
505,3af8c328-7bdc-4c92-84f8-03a2bc765b3c,2025-07-14T22:58:02+02:00,4,"[""Double Pattern Retrace"",""Strong S/R Rejection"",""Micro Range"",""Psycho Pattern""]",win,
506,3af8c328-7bdc-4c92-84f8-03a2bc765b3c,2025-07-14T23:04:29+02:00,3,"[""Ranging Doji Break"",""Round Number Break"",""Supply/Demand Rejection""]",loss,"[""Going against momentum."",""Random trade.""]"
507,2d5a6edf-7c31-4b12-8a39-a31898f2fbf3,2025-07-18T11:41:18+02:00,3,"[""3rd Touch Break HH/LL"",""Trendline Rejection"",""With The Trend""]",win,
508,2d5a6edf-7c31-4b12-8a39-a31898f2fbf3,2025-07-18T11:48:21+02:00,4,"[""Double Pattern Retrace"",""Ranging Doji Break"",""Supply/Demand Rejection"",""Gap""]",win,
509,2d5a6edf-7c31-4b12-8a39-a31898f2fbf3,2025-07-18T11:53:07+02:00,3,"[""Round Number Rejection"",""CPR Rejection"",""Gap""]",win,
510,2d5a6edf-7c31-4b12-8a39-a31898f2fbf3,2025-07-18T11:56:05+02:00,3,"[""Round Number Break"",""Exhaustion Candle Retrace"",""Supply/Demand Rejection""]",win,
511,2d5a6edf-7c31-4b12-8a39-a31898f2fbf3,2025-07-18T11:56:07+02:00,3,"[""Round Number Break"",""Exhaustion Candle Retrace"",""Supply/Demand Rejection""]",loss,"[""Bad entry.""]"
512,2d5a6edf-7c31-4b12-8a39-a31898f2fbf3,2025-07-18T12:09:07+02:00,4,"[""Exhaustion Candle Retrace"",""Double Pattern Retrace"",""Ranging Doji Break"",""Gap""]",win,
513,2d5a6edf-7c31-4b12-8a39-a31898f2fbf3,2025-07-18T12:16:09+02:00,1,"[""QM Rejection""]",win,
514,2d5a6edf-7c31-4b12-8a39-a31898f2fbf3,2025-07-18T12:16:11+02:00,1,"[""QM Rejection""]",loss,"[""Bad entry.""]"
515,2d5a6edf-7c31-4b12-8a39-a31898f2fbf3,2025-07-18T12:31:17+02:00,3,"[""Marubozu Candle Retrace"",""Gap"",""Ranging Doji Break""]",win,
516,2d5a6edf-7c31-4b12-8a39-a31898f2fbf3,2025-07-18T12:31:19+02:00,3,"[""Marubozu Candle Retrace"",""Gap"",""Ranging Doji Break""]",loss,"[""Bad entry.""]"
517,2d5a6edf-7c31-4b12-8a39-a31898f2fbf3,2025-07-18T12:43:10+02:00,1,"[""QM Rejection""]",win,
518,3db51520-3a03-4718-99a4-62dc5b2f34e2,2025-07-19T14:10:31+02:00,1,"[""Supply/Demand Rejection""]",win,
519,3db51520-3a03-4718-99a4-62dc5b2f34e2,2025-07-19T14:27:16+02:00,2,"[""Trendline Rejection"",""CPR Rejection""]",loss,"[""Random trade."",""Going against momentum.""]"
520,3db51520-3a03-4718-99a4-62dc5b2f34e2,2025-07-19T14:31:30+02:00,2,"[""Strong S/R Rejection"",""Gap""]",loss,"[""Random trade."",""Going against momentum.""]"
525,df1e35af-0073-417b-ad15-4c99050a60a2,2025-07-20T20:13:00+02:00,3,"[""Round Number Break"",""Gap"",""Double Pattern Retrace""]",win,
526,df1e35af-0073-417b-ad15-4c99050a60a2,2025-07-20T20:17:01+02:00,3,"[""CPR Rejection"",""Double Pattern Retrace"",""Ranging Doji Break""]",loss,"[""Going against the trend.""]"
527,df1e35af-0073-417b-ad15-4c99050a60a2,2025-07-20T20:21:03+02:00,4,"[""Ranging Doji Break"",""Double Pattern Retrace"",""Trendline Break"",""Round Number Break""]",loss,"[""Bad luck. Trade was solid."",""Going against the trend.""]"
528,df1e35af-0073-417b-ad15-4c99050a60a2,2025-07-20T20:23:00+02:00,3,"[""Ranging Doji Break"",""Double Pattern Retrace"",""Round Number Rejection""]",loss,"[""Bad luck. Trade was solid.""]"
529,df1e35af-0073-417b-ad15-4c99050a60a2,2025-07-20T20:28:50+02:00,3,"[""CPR Rejection"",""Ranging Doji Break"",""Round Number Break""]",loss,"[""Random trade."",""Going against momentum.""]"
530,a79624ca-ce0d-4438-9c37-86fe2d1a88ff,2025-07-21T22:15:37+02:00,3,"[""Micro Range"",""Double Pattern Retrace"",""With The Trend""]",win,
531,a79624ca-ce0d-4438-9c37-86fe2d1a88ff,2025-07-21T22:30:04+02:00,3,"[""Market Sequence"",""Gap"",""Round Number Rejection""]",loss,"[""Bad entry.""]"
532,a79624ca-ce0d-4438-9c37-86fe2d1a88ff,2025-07-21T22:32:08+02:00,3,"[""Ranging Doji Break"",""Gap"",""Supply/Demand Rejection""]",win,
533,3b87fba8-0e1f-4221-b89a-46a918a6d8e5,2025-07-23T21:07:03+02:00,3,"[""Double Pattern Retrace"",""Round Number Break"",""Gap""]",win,
534,3b87fba8-0e1f-4221-b89a-46a918a6d8e5,2025-07-23T21:16:05+02:00,2,"[""CPR Rejection"",""Double Pattern Retrace""]",win,
535,3b87fba8-0e1f-4221-b89a-46a918a6d8e5,2025-07-23T21:18:31+02:00,3,"[""Ranging Doji Break"",""Gap"",""Triple Pattern Retrace""]",loss,"[""Going against momentum.""]"
